,Data,Bin_Number,M_Value,Prob_Value,Zero_One_Loss_Avg,P_Macro_Avg,Average
59,Iris,16,33,0.00030303030303030303,0.9199999999999999,0.7416666666666666,0.8308333333333333
60,Iris,17,24,0.0004166666666666667,0.9133333333333333,0.6888888888888889,0.8011111111111111
61,Iris,17,25,0.0004,0.9133333333333333,0.6888888888888889,0.8011111111111111
62,Iris,17,26,0.0003846153846153846,0.9133333333333333,0.6888888888888889,0.8011111111111111
63,Iris,17,27,0.00037037037037037035,0.9133333333333333,0.6888888888888889,0.8011111111111111
64,Iris,17,28,0.00035714285714285714,0.9133333333333333,0.6888888888888889,0.8011111111111111
65,Iris,17,29,0.0003448275862068965,0.9133333333333333,0.6888888888888889,0.8011111111111111
66,Iris,17,30,0.0003333333333333333,0.9133333333333333,0.6888888888888889,0.8011111111111111
67,Iris,17,31,0.0003225806451612903,0.9133333333333333,0.6888888888888889,0.8011111111111111
68,Iris,17,32,0.0003125,0.9133333333333333,0.6888888888888889,0.8011111111111111
69,Iris,17,33,0.00030303030303030303,0.9133333333333333,0.6888888888888889,0.8011111111111111
70,Iris,18,24,0.0004166666666666667,0.9230952380952381,0.7166666666666667,0.8198809523809524
71,Iris,18,25,0.0004,0.9230952380952381,0.7166666666666667,0.8198809523809524
72,Iris,18,26,0.0003846153846153846,0.9230952380952381,0.7166666666666667,0.8198809523809524
73,Iris,18,27,0.00037037037037037035,0.9230952380952381,0.7166666666666667,0.8198809523809524
74,Iris,18,28,0.00035714285714285714,0.9230952380952381,0.7166666666666667,0.8198809523809524
75,Iris,18,29,0.0003448275862068965,0.9197619047619048,0.7166666666666667,0.8182142857142858
76,Iris,18,30,0.0003333333333333333,0.9197619047619048,0.7166666666666667,0.8182142857142858
77,Iris,18,31,0.0003225806451612903,0.9197619047619048,0.7166666666666667,0.8182142857142858
78,Iris,18,32,0.0003125,0.9197619047619048,0.7166666666666667,0.8182142857142858
79,Iris,18,33,0.00030303030303030303,0.9164285714285715,0.7166666666666667,0.8165476190476191
